status,age_group,education,industry,location,ai_risk,years_of_experience,monthly_salary_(inr),date_recorded
Employed,18 To 24,Phd,Healthcare,Urban,High,7.0,99600.0,2024-10-16
Employed,25_34,Bachelors,Healthcare,Urban,Moderate,26.0,112300.0,2024-10-17
Employed,18-24,Diploma,Retail,Rural,Moderate,16.0,77200.0,2024-10-18
Employed,55+,Diploma,Fintech,Bangalore,High,9.0,9500.0,2024-10-19
Employed,18-24,Master,Retail,Rural,High,16.0,16400.0,2024-10-20
Employed,35 - 44,Bachelors,Retail,Hyderabad,Medium,0.0,147800.0,2024-10-21
Unemployed,55+,Bachelor'S,Health,Hyderabad,High,2.0,77200.0,2024-10-22
Unemployed,25-34,Ph.D,Finance,Urban,High,26.0,43900.0,2024-10-23
Unemployed,25-34,Diploma,Technology,Rural,Medium,16.0,77200.0,2024-10-24
Unemployed,18 To 24,High School,Fintech,Bangalore,High,16.0,123100.0,2024-10-25
Employed,35 - 44,Bachelors,Retail,Mumbai,Low,16.0,59500.0,2024-10-26
Employed,18-24,Diploma,Retail,Hyderabad,High,16.0,77200.0,2024-10-27
Unemployed,25-34,Bachelors,Tech,Bangalore,High,16.0,115400.0,2024-10-28
Unemployed,45-54,Diploma,Retail,Urban,Moderate,16.0,13100.0,2024-10-29
Employed,35 - 44,Phd,Fintech,Bangalore,Low,5.0,77200.0,2024-10-30
Employed,55+,Phd,Healthcare,Bangalore,High,16.0,77200.0,2024-10-31
Employed,18 To 24,Bachelors,Retail,Urban,High,28.0,77200.0,2024-11-01
Employed,25_34,Bachelors,Tech,Bangalore,High,16.0,130800.0,2024-11-02
Employed,55+,Phd,Technology,Suburban,High,16.0,133400.0,2024-11-03
Employed,25_34,Ph.D,Finance,Rural,High,24.0,100300.0,2024-11-04
Employed,55+,Bachelors,Health,Delhi,Low,16.0,68800.0,2024-11-05
Employed,55+,Phd,Retail,Urban,High,5.0,22700.0,2024-11-06
Employed,18 To 24,Ph.D,Tech,Bangalore,High,2.0,58400.0,2024-11-07
Employed,25_34,Ph.D,Education,Mumbai,Low,21.0,40200.0,2024-11-08
Employed,18-24,High School,Finance,Bangalore,High,16.0,77200.0,2024-11-09
Employed,25-34,Bachelor'S,Retail,Bangalore,Low,22.0,77200.0,2024-11-10
Employed,55+,Phd,Retail,Bangalore,Low,16.0,99100.0,2024-11-11
Employed,25-34,Phd,Education,Bangalore,Moderate,16.0,37200.0,2024-11-12
Employed,35 - 44,Masters,Healthcare,Hyderabad,High,16.0,142900.0,2024-11-13
Unemployed,55+,High School,Technology,Bangalore,High,16.0,20300.0,2024-11-14
Employed,18 To 24,High School,Education,Bangalore,High,23.0,56600.0,2024-11-15
Employed,45-54,Ph.D,Retail,Urban,High,16.0,117800.0,2024-11-16
Employed,25_34,Bachelors,Retail,Hyderabad,High,16.0,64800.0,2024-11-17
Employed,55+,Bachelor'S,Health,Bangalore,Moderate,0.0,28000.0,2024-11-18
Unemployed,45-54,Masters,Education,Urban,Medium,16.0,77200.0,2024-11-19
Employed,55+,Bachelors,Education,Suburban,High,16.0,94900.0,2024-11-20
Unemployed,45-54,High School,Health,Hyderabad,High,16.0,16400.0,2024-11-21
Unemployed,45-54,Masters,Tech,Urban,High,16.0,67300.0,2024-11-22
Employed,35 - 44,Diploma,Technology,Suburban,Low,16.0,6300.0,2024-11-23
Employed,25_34,Masters,Healthcare,Hyderabad,High,16.0,77200.0,2024-11-24
Employed,35 - 44,Ph.D,Technology,Suburban,High,7.0,63200.0,2024-11-25
Unemployed,55+,Master,Tech,Bangalore,Moderate,29.0,53800.0,2024-11-26
Unemployed,25-34,High School,Technology,Delhi,Medium,16.0,106700.0,2024-11-27
Unemployed,55+,High School,Retail,Bangalore,High,16.0,77200.0,2024-11-28
Employed,25_34,Bachelor'S,Finance,Mumbai,Low,16.0,15500.0,2024-11-29
Employed,18 To 24,Masters,Health,Urban,Medium,11.0,107100.0,2024-11-30
Employed,18-24,Ph.D,Healthcare,Delhi,Low,18.0,53800.0,2024-12-01
Unemployed,35 - 44,Master,Tech,Urban,High,21.0,35200.0,2024-12-02
Employed,35 - 44,Diploma,Healthcare,Urban,Low,16.0,77200.0,2024-12-03
Employed,25_34,Bachelor'S,Technology,Hyderabad,High,16.0,46900.0,2024-12-04
Unemployed,45-54,High School,Tech,Rural,Low,23.0,149200.0,2024-12-05
Employed,18 To 24,Phd,Retail,Urban,Low,16.0,37700.0,2024-12-06
Employed,45-54,Masters,Retail,Rural,High,16.0,121300.0,2024-12-07
Employed,25_34,Bachelor'S,Retail,Urban,High,6.0,77200.0,2024-12-08
Employed,18 To 24,Phd,Retail,Bangalore,Moderate,16.0,95900.0,2024-12-09
Employed,25-34,Phd,Healthcare,Rural,High,16.0,100300.0,2024-12-10
Employed,18 To 24,Bachelors,Healthcare,Mumbai,High,16.0,50400.0,2024-12-11
Employed,35 - 44,Diploma,Tech,Bangalore,Moderate,16.0,49900.0,2024-12-12
Employed,18-24,Bachelors,Tech,Urban,High,16.0,77300.0,2024-12-13
Employed,25_34,High School,Retail,Urban,Low,16.0,8300.0,2024-12-14
Employed,45-54,High School,Retail,Delhi,Moderate,28.0,112100.0,2024-12-15
Unemployed,25-34,Master,Healthcare,Mumbai,High,16.0,86900.0,2024-12-16
Unemployed,45-54,High School,Health,Bangalore,Medium,26.0,103800.0,2024-12-17
Employed,35 - 44,Phd,Healthcare,Suburban,Medium,26.0,77200.0,2024-12-18
Unemployed,55+,Masters,Health,Bangalore,Medium,9.0,77200.0,2024-12-19
Unemployed,25_34,Bachelor'S,Healthcare,Urban,High,15.0,38400.0,2024-12-20
Employed,18-24,High School,Education,Bangalore,Low,10.0,82300.0,2024-12-21
Unemployed,25-34,High School,Retail,Urban,High,16.0,77200.0,2024-12-22
Employed,45-54,Master,Retail,Rural,Low,5.0,117600.0,2024-12-23
Unemployed,18 To 24,Masters,Retail,Suburban,High,16.0,77200.0,2024-12-24
Unemployed,35 - 44,Bachelor'S,Tech,Bangalore,Low,16.0,116700.0,2024-12-25
Employed,25_34,High School,Retail,Mumbai,Medium,16.0,77200.0,2024-12-26
Unemployed,18 To 24,Ph.D,Health,Urban,Medium,16.0,94700.0,2024-12-27
Employed,18 To 24,Diploma,Finance,Bangalore,Medium,13.0,96200.0,2024-12-28
Unemployed,18 To 24,Bachelors,Retail,Urban,Low,16.0,38800.0,2024-12-29
Employed,25-34,High School,Finance,Mumbai,High,16.0,77200.0,2024-12-30
Employed,18 To 24,Master,Healthcare,Hyderabad,High,30.0,18100.0,2024-12-31
Unemployed,25-34,Phd,Retail,Mumbai,High,8.0,128300.0,2025-01-01
Unemployed,45-54,Phd,Retail,Mumbai,Medium,27.0,43200.0,2025-01-02
Unemployed,55+,Bachelors,Retail,Mumbai,Moderate,1.0,43700.0,2025-01-03
Unemployed,18 To 24,High School,Health,Bangalore,Low,17.0,115300.0,2025-01-04
Unemployed,25-34,Diploma,Retail,Bangalore,Low,1.0,55600.0,2025-01-05
Unemployed,18-24,Phd,Tech,Urban,Moderate,16.0,105200.0,2025-01-06
Employed,55+,High School,Technology,Bangalore,High,16.0,77200.0,2025-01-07
Unemployed,55+,High School,Education,Bangalore,High,19.0,145700.0,2025-01-08
Employed,45-54,Bachelors,Health,Suburban,Low,16.0,24000.0,2025-01-09
Unemployed,55+,Masters,Retail,Bangalore,Medium,17.0,77200.0,2025-01-10
Employed,18-24,Bachelors,Retail,Rural,High,24.0,145300.0,2025-01-11
Employed,55+,High School,Health,Suburban,Moderate,16.0,30300.0,2025-01-12
Employed,18-24,Master,Healthcare,Delhi,High,2.0,32900.0,2025-01-13
Employed,35 - 44,High School,Finance,Hyderabad,High,6.0,52900.0,2025-01-14
Employed,18 To 24,Bachelors,Fintech,Bangalore,Medium,16.0,89900.0,2025-01-15
Employed,35 - 44,Ph.D,Tech,Suburban,Moderate,16.0,53900.0,2025-01-16
Unemployed,55+,Bachelor'S,Retail,Mumbai,High,16.0,126500.0,2025-01-17
Employed,25-34,Bachelor'S,Finance,Rural,High,16.0,77200.0,2025-01-18
Unemployed,18 To 24,Bachelor'S,Retail,Suburban,Low,16.0,67100.0,2025-01-19
Unemployed,55+,Bachelors,Retail,Rural,High,0.0,143300.0,2025-01-20
Employed,35 - 44,Bachelors,Retail,Urban,Medium,16.0,28000.0,2025-01-21
Employed,55+,High School,Retail,Urban,Low,16.0,88000.0,2025-01-22
Unemployed,18-24,Phd,Retail,Bangalore,Medium,16.0,113700.0,2025-01-23
Employed,35 - 44,High School,Technology,Mumbai,High,16.0,88500.0,2025-01-24
Employed,55+,High School,Retail,Suburban,High,8.0,65500.0,2025-01-25
Employed,55+,Bachelors,Tech,Urban,High,22.0,41300.0,2025-01-26
Unemployed,35 - 44,Bachelor'S,Technology,Suburban,High,16.0,148100.0,2025-01-27
Employed,18 To 24,High School,Technology,Urban,High,27.0,59900.0,2025-01-28
Employed,45-54,Bachelors,Tech,Delhi,High,16.0,84800.0,2025-01-29
Employed,25-34,Bachelor'S,Retail,Urban,High,16.0,47700.0,2025-01-30
Unemployed,55+,Masters,Tech,Rural,Moderate,11.0,68800.0,2025-01-31
Employed,18 To 24,High School,Retail,Rural,Medium,10.0,42000.0,2025-02-01
Unemployed,18-24,Bachelor'S,Retail,Delhi,High,16.0,22600.0,2025-02-02
Unemployed,45-54,Ph.D,Retail,Urban,High,16.0,30500.0,2025-02-03
Employed,25-34,Phd,Retail,Mumbai,High,16.0,77200.0,2025-02-04
Employed,18-24,Masters,Finance,Urban,High,30.0,29800.0,2025-02-05
Unemployed,55+,High School,Retail,Mumbai,Medium,16.0,7300.0,2025-02-06
Employed,18 To 24,Bachelors,Retail,Delhi,Low,1.0,131600.0,2025-02-07
Employed,18 To 24,Ph.D,Tech,Hyderabad,Low,29.0,44500.0,2025-02-08
Employed,18 To 24,Bachelors,Tech,Mumbai,High,14.0,43200.0,2025-02-09
Employed,25-34,Bachelors,Fintech,Suburban,High,16.0,77200.0,2025-02-10
Unemployed,35 - 44,Master,Retail,Delhi,High,16.0,77200.0,2025-02-11
Unemployed,18 To 24,Bachelors,Education,Hyderabad,High,16.0,77200.0,2025-02-12
Employed,25_34,Bachelors,Finance,Urban,Low,30.0,104100.0,2025-02-13
Unemployed,18-24,Bachelor'S,Fintech,Delhi,High,16.0,18100.0,2025-02-14
Unemployed,55+,Bachelor'S,Retail,Urban,Moderate,16.0,28200.0,2025-02-15
Employed,55+,Bachelor'S,Healthcare,Hyderabad,Low,18.0,143100.0,2025-02-16
Unemployed,25_34,Bachelors,Healthcare,Delhi,Low,25.0,77200.0,2025-02-17
Unemployed,25_34,Bachelor'S,Finance,Urban,Moderate,16.0,30000.0,2025-02-18
Employed,45-54,Bachelors,Finance,Bangalore,Low,16.0,114700.0,2025-02-19
Employed,18 To 24,Phd,Tech,Mumbai,High,20.0,78000.0,2025-02-20
Unemployed,55+,High School,Retail,Hyderabad,Moderate,12.0,97400.0,2025-02-21
Unemployed,25_34,Ph.D,Healthcare,Bangalore,Low,16.0,90000.0,2025-02-22
Employed,18 To 24,Bachelors,Fintech,Delhi,High,18.0,71400.0,2025-02-23
Employed,45-54,High School,Retail,Hyderabad,Medium,16.0,59600.0,2025-02-24
Unemployed,25_34,Bachelors,Healthcare,Mumbai,High,16.0,137900.0,2025-02-25
Employed,25_34,Diploma,Finance,Hyderabad,High,16.0,85600.0,2025-02-26
Employed,18 To 24,Bachelors,Tech,Bangalore,Low,11.0,38800.0,2025-02-27
Employed,18-24,Bachelors,Health,Delhi,Low,16.0,84400.0,2025-02-28
Employed,18 To 24,High School,Finance,Bangalore,Low,16.0,77200.0,2025-03-01
Employed,35 - 44,Bachelor'S,Fintech,Bangalore,Moderate,16.0,38600.0,2025-03-02
Unemployed,18-24,Ph.D,Fintech,Mumbai,Medium,11.0,105500.0,2025-03-03
Employed,25-34,Diploma,Healthcare,Mumbai,Moderate,16.0,61600.0,2025-03-04
Unemployed,55+,Diploma,Tech,Bangalore,Moderate,23.0,77300.0,2025-03-05
Employed,25-34,Ph.D,Fintech,Urban,Moderate,16.0,144200.0,2025-03-06
Employed,55+,Diploma,Retail,Rural,High,16.0,39800.0,2025-03-07
Employed,18-24,Masters,Health,Bangalore,Moderate,16.0,33200.0,2025-03-08
Employed,25-34,High School,Healthcare,Delhi,Medium,16.0,110300.0,2025-03-09
Employed,25_34,Bachelors,Finance,Mumbai,High,28.0,77200.0,2025-03-10
Employed,35 - 44,Bachelor'S,Healthcare,Delhi,High,20.0,138500.0,2025-03-11
Unemployed,18 To 24,Masters,Healthcare,Urban,Low,16.0,109000.0,2025-03-12
Employed,45-54,Diploma,Retail,Hyderabad,Low,16.0,9900.0,2025-03-13
Employed,45-54,Ph.D,Retail,Mumbai,Low,16.0,77200.0,2025-03-14
Unemployed,55+,Bachelors,Health,Suburban,High,0.0,75800.0,2025-03-15
Employed,35 - 44,Bachelors,Technology,Hyderabad,High,14.0,47300.0,2025-03-16
Employed,55+,High School,Technology,Urban,High,29.0,77200.0,2025-03-17
Employed,45-54,Bachelors,Fintech,Delhi,High,16.0,142700.0,2025-03-18
Employed,18-24,Bachelor'S,Health,Suburban,High,16.0,35800.0,2025-03-19
Employed,35 - 44,High School,Retail,Delhi,Low,16.0,32300.0,2025-03-20
Employed,25-34,High School,Technology,Suburban,High,16.0,51000.0,2025-03-21
Employed,18-24,Bachelor'S,Technology,Urban,High,28.0,128000.0,2025-03-22
Employed,25-34,High School,Finance,Urban,High,20.0,144700.0,2025-03-23
Employed,18-24,Bachelors,Technology,Delhi,Moderate,16.0,89800.0,2025-03-24
Unemployed,18 To 24,Master,Fintech,Urban,High,29.0,106200.0,2025-03-25
Employed,45-54,Master,Health,Hyderabad,Moderate,16.0,106200.0,2025-03-26
Unemployed,18 To 24,Bachelors,Technology,Mumbai,High,16.0,66900.0,2025-03-27
Employed,18 To 24,High School,Education,Bangalore,High,22.0,81800.0,2025-03-28
Employed,18 To 24,Phd,Healthcare,Hyderabad,Moderate,16.0,7500.0,2025-03-29
Unemployed,25_34,Masters,Retail,Delhi,High,11.0,86800.0,2025-03-30
Unemployed,18 To 24,High School,Healthcare,Urban,Low,16.0,80800.0,2025-03-31
Employed,25_34,Masters,Technology,Mumbai,High,16.0,144800.0,2025-04-01
Unemployed,18 To 24,Bachelors,Education,Bangalore,High,16.0,45200.0,2025-04-02
Employed,45-54,High School,Education,Delhi,High,5.0,97600.0,2025-04-03
Employed,55+,Masters,Retail,Urban,Low,16.0,29600.0,2025-04-04
Employed,55+,Bachelors,Retail,Hyderabad,Low,20.0,88600.0,2025-04-05
Employed,45-54,High School,Fintech,Urban,High,24.0,37100.0,2025-04-06
Employed,25-34,Bachelor'S,Healthcare,Rural,Low,16.0,41800.0,2025-04-07
Unemployed,18-24,High School,Fintech,Urban,High,16.0,77200.0,2025-04-08
Unemployed,45-54,Bachelor'S,Healthcare,Bangalore,Low,16.0,77200.0,2025-04-09
Employed,18 To 24,Master,Education,Delhi,High,16.0,38100.0,2025-04-10
Employed,25_34,Bachelors,Fintech,Rural,High,16.0,77200.0,2025-04-11
Unemployed,25-34,High School,Tech,Delhi,High,29.0,92200.0,2025-04-12
Employed,55+,Masters,Education,Delhi,Medium,14.0,117100.0,2025-04-13
Employed,25_34,High School,Health,Suburban,High,16.0,77200.0,2025-04-14
Employed,18-24,Phd,Education,Urban,High,16.0,78600.0,2025-04-15
Employed,18-24,Phd,Retail,Delhi,Moderate,5.0,111000.0,2025-04-16
Unemployed,18-24,Masters,Tech,Bangalore,Moderate,16.0,82600.0,2025-04-17
Employed,35 - 44,High School,Retail,Suburban,Moderate,16.0,139600.0,2025-04-18
Employed,25_34,Bachelors,Education,Mumbai,Low,16.0,87900.0,2025-04-19
Employed,45-54,Bachelors,Education,Urban,High,16.0,24200.0,2025-04-20
Employed,55+,Ph.D,Education,Urban,Moderate,16.0,56100.0,2025-04-21
Employed,18 To 24,High School,Healthcare,Hyderabad,Medium,18.0,77200.0,2025-04-22
Unemployed,18 To 24,Bachelors,Finance,Hyderabad,Low,24.0,114400.0,2025-04-23
Unemployed,55+,Ph.D,Tech,Delhi,High,25.0,139500.0,2025-04-24
Employed,18 To 24,Master,Fintech,Urban,Medium,21.0,102200.0,2025-04-25
Unemployed,18 To 24,Bachelors,Tech,Mumbai,Medium,16.0,64500.0,2025-04-26
Unemployed,55+,Bachelors,Technology,Urban,Low,16.0,33300.0,2025-04-27
Employed,55+,High School,Health,Bangalore,High,7.0,77700.0,2025-04-28
Unemployed,18 To 24,Phd,Finance,Bangalore,High,10.0,22200.0,2025-04-29
Employed,25-34,Master,Retail,Bangalore,Low,5.0,77200.0,2025-04-30
Unemployed,25-34,Master,Fintech,Suburban,Low,16.0,77200.0,2025-05-01
Employed,18 To 24,Bachelors,Retail,Rural,Moderate,16.0,77200.0,2025-05-02
Employed,18 To 24,Diploma,Retail,Bangalore,Low,16.0,103800.0,2025-05-03
Employed,55+,Bachelors,Finance,Bangalore,High,16.0,34800.0,2025-05-04
Unemployed,35 - 44,Masters,Education,Bangalore,High,16.0,77200.0,2025-05-05
Employed,18-24,Bachelors,Fintech,Hyderabad,Moderate,14.0,11900.0,2025-05-06
Unemployed,18-24,Masters,Finance,Rural,Moderate,16.0,94800.0,2025-05-07
Unemployed,25-34,High School,Retail,Suburban,Moderate,20.0,113500.0,2025-05-08
Employed,25-34,Bachelor'S,Health,Suburban,Low,16.0,43900.0,2025-05-09
Unemployed,18-24,Bachelors,Technology,Mumbai,Low,6.0,25900.0,2025-05-10
Unemployed,25-34,Bachelor'S,Healthcare,Bangalore,High,28.0,110600.0,2025-05-11
Unemployed,18 To 24,Masters,Finance,Suburban,Low,19.0,121400.0,2025-05-12
Unemployed,25_34,Phd,Education,Mumbai,Low,20.0,145700.0,2025-05-13
Employed,18 To 24,Phd,Education,Urban,Medium,16.0,77200.0,2025-05-14
Unemployed,18 To 24,Masters,Fintech,Urban,Low,1.0,105700.0,2025-05-15
Unemployed,25-34,Ph.D,Education,Bangalore,Low,8.0,42200.0,2025-05-16
Employed,18 To 24,Ph.D,Education,Delhi,Moderate,16.0,88300.0,2025-05-17
Unemployed,25_34,Diploma,Health,Bangalore,Moderate,7.0,68600.0,2025-05-18
Employed,25_34,High School,Retail,Suburban,High,15.0,53800.0,2025-05-19
Employed,55+,Diploma,Healthcare,Delhi,High,16.0,102000.0,2025-05-20
Unemployed,55+,Bachelors,Healthcare,Hyderabad,Low,29.0,37800.0,2025-05-21
Employed,35 - 44,High School,Finance,Rural,Low,16.0,77200.0,2025-05-22
Employed,18-24,Bachelors,Fintech,Suburban,High,22.0,120200.0,2025-05-23
Employed,45-54,Bachelors,Fintech,Delhi,Low,16.0,28600.0,2025-05-24
Unemployed,35 - 44,High School,Fintech,Mumbai,Low,16.0,105900.0,2025-05-25
Unemployed,18 To 24,Ph.D,Fintech,Delhi,Low,5.0,91400.0,2025-05-26
Employed,55+,Bachelor'S,Education,Bangalore,High,3.0,80800.0,2025-05-27
Employed,55+,Bachelor'S,Healthcare,Delhi,Low,16.0,43200.0,2025-05-28
Employed,35 - 44,Bachelors,Retail,Suburban,Low,4.0,77600.0,2025-05-29
Employed,25_34,High School,Fintech,Bangalore,High,16.0,94100.0,2025-05-30
Employed,25_34,High School,Health,Delhi,High,16.0,6400.0,2025-05-31
Unemployed,25-34,Bachelor'S,Retail,Urban,High,16.0,46400.0,2025-06-01
Unemployed,25-34,Ph.D,Technology,Rural,Low,4.0,145700.0,2025-06-02
Unemployed,45-54,Bachelors,Healthcare,Delhi,Low,16.0,56000.0,2025-06-03
Employed,45-54,High School,Retail,Mumbai,Medium,16.0,73500.0,2025-06-04
Unemployed,35 - 44,Master,Finance,Urban,Low,26.0,108400.0,2025-06-05
Employed,25-34,Bachelors,Retail,Urban,Moderate,7.0,79300.0,2025-06-06
Unemployed,45-54,Bachelor'S,Retail,Bangalore,Medium,16.0,35900.0,2025-06-07
Employed,18 To 24,Bachelors,Healthcare,Rural,High,16.0,77200.0,2025-06-08
Employed,18 To 24,Bachelor'S,Health,Urban,Medium,16.0,69700.0,2025-06-09
Unemployed,18 To 24,High School,Finance,Suburban,Low,10.0,24700.0,2025-06-10
Unemployed,18 To 24,Ph.D,Tech,Rural,High,16.0,9700.0,2025-06-11
Employed,35 - 44,Bachelors,Health,Bangalore,High,16.0,77200.0,2025-06-12
Employed,35 - 44,High School,Retail,Hyderabad,High,16.0,77200.0,2025-06-13
Unemployed,55+,Masters,Retail,Bangalore,High,16.0,117800.0,2025-06-14
Employed,45-54,Master,Technology,Urban,Moderate,16.0,145700.0,2025-06-15
Unemployed,55+,Masters,Healthcare,Suburban,Low,20.0,25000.0,2025-06-16
Unemployed,45-54,Masters,Fintech,Bangalore,Moderate,8.0,43400.0,2025-06-17
Unemployed,25_34,Diploma,Retail,Mumbai,Low,16.0,121600.0,2025-06-18
Employed,25_34,Diploma,Healthcare,Bangalore,Medium,16.0,82400.0,2025-06-19
Employed,25-34,Bachelors,Fintech,Urban,Low,16.0,16200.0,2025-06-20
Employed,45-54,Bachelors,Finance,Suburban,High,26.0,77200.0,2025-06-21
Unemployed,18 To 24,Bachelors,Finance,Suburban,High,19.0,71300.0,2025-06-22
Unemployed,55+,Masters,Retail,Suburban,Low,16.0,87600.0,2025-06-23
Employed,18 To 24,Phd,Fintech,Bangalore,Low,16.0,122900.0,2025-06-24
Unemployed,45-54,Phd,Healthcare,Bangalore,High,16.0,102100.0,2025-06-25
Employed,45-54,Bachelor'S,Fintech,Bangalore,Medium,13.0,77200.0,2025-06-26
Employed,25_34,Ph.D,Finance,Rural,Moderate,16.0,77200.0,2025-06-27
Employed,55+,High School,Retail,Urban,High,16.0,107900.0,2025-06-28
Unemployed,25-34,Masters,Retail,Bangalore,High,16.0,25100.0,2025-06-29
Employed,25-34,Bachelors,Health,Bangalore,Moderate,16.0,77200.0,2025-06-30
Unemployed,18 To 24,Masters,Fintech,Hyderabad,Low,16.0,43700.0,2025-07-01
Employed,25_34,Diploma,Tech,Urban,Low,16.0,70600.0,2025-07-02
Employed,35 - 44,Diploma,Health,Urban,Medium,16.0,137900.0,2025-07-03
Employed,25-34,Diploma,Finance,Bangalore,High,21.0,39700.0,2025-07-04
Unemployed,55+,Diploma,Healthcare,Hyderabad,Low,16.0,22900.0,2025-07-05
Employed,18-24,Masters,Finance,Rural,High,16.0,6400.0,2025-07-06
Employed,35 - 44,Ph.D,Retail,Suburban,High,16.0,60700.0,2025-07-07
Employed,45-54,Masters,Finance,Urban,High,16.0,77200.0,2025-07-08
Employed,55+,Bachelors,Education,Bangalore,High,16.0,77200.0,2025-07-09
Employed,45-54,Ph.D,Health,Delhi,Medium,10.0,146200.0,2025-07-10
Unemployed,18 To 24,Bachelor'S,Retail,Mumbai,High,9.0,77200.0,2025-07-11
Employed,25-34,High School,Retail,Urban,Medium,21.0,28100.0,2025-07-12
Unemployed,55+,Bachelors,Fintech,Hyderabad,Moderate,16.0,142800.0,2025-07-13
Employed,25-34,Bachelor'S,Retail,Bangalore,Medium,16.0,107400.0,2025-07-14
Employed,45-54,Bachelor'S,Fintech,Delhi,High,9.0,52600.0,2025-07-15
Employed,45-54,Bachelors,Fintech,Mumbai,Moderate,12.0,32900.0,2025-07-16
Employed,55+,Masters,Retail,Hyderabad,Low,16.0,77200.0,2025-07-17
Unemployed,25-34,High School,Technology,Mumbai,Low,16.0,77200.0,2025-07-18
Unemployed,35 - 44,Bachelor'S,Education,Urban,Moderate,20.0,78600.0,2025-07-19
Unemployed,55+,Bachelors,Retail,Delhi,High,27.0,47600.0,2025-07-20
Employed,35 - 44,Phd,Technology,Suburban,High,16.0,56200.0,2025-07-21
Employed,35 - 44,Bachelors,Retail,Suburban,High,16.0,56700.0,2025-07-22
Unemployed,25_34,Phd,Retail,Rural,Low,16.0,18300.0,2025-07-23
Unemployed,35 - 44,Bachelors,Retail,Bangalore,High,16.0,124400.0,2025-07-24
Employed,35 - 44,Phd,Finance,Urban,High,2.0,41900.0,2025-07-25
Unemployed,18 To 24,Phd,Healthcare,Delhi,High,7.0,26100.0,2025-07-26
Unemployed,35 - 44,Ph.D,Retail,Bangalore,Medium,16.0,41800.0,2025-07-27
Employed,35 - 44,Diploma,Retail,Rural,High,16.0,141200.0,2025-07-28
Employed,25-34,High School,Retail,Delhi,Low,16.0,132100.0,2025-07-29
Employed,45-54,Phd,Fintech,Hyderabad,Low,26.0,110600.0,2025-07-30
Unemployed,18 To 24,Bachelor'S,Retail,Bangalore,High,16.0,94400.0,2025-07-31
Unemployed,18 To 24,Bachelors,Health,Urban,Medium,30.0,81600.0,2025-08-01
Employed,18 To 24,Bachelors,Finance,Mumbai,High,8.0,115800.0,2025-08-02
Employed,25_34,Bachelors,Healthcare,Delhi,Moderate,16.0,125000.0,2025-08-03
Employed,55+,Masters,Healthcare,Hyderabad,Low,16.0,145400.0,2025-08-04
Employed,18 To 24,High School,Health,Bangalore,Low,5.0,108300.0,2025-08-05
Unemployed,25_34,High School,Tech,Mumbai,Low,30.0,64500.0,2025-08-06
Unemployed,18-24,Phd,Retail,Urban,Low,17.0,71300.0,2025-08-07
Unemployed,55+,Phd,Tech,Urban,High,16.0,69400.0,2025-08-08
Employed,35 - 44,Master,Fintech,Hyderabad,Medium,16.0,92500.0,2025-08-09
Unemployed,18-24,High School,Fintech,Suburban,High,6.0,135000.0,2025-08-10
Employed,35 - 44,High School,Retail,Urban,High,16.0,36300.0,2025-08-11
Employed,18-24,Masters,Healthcare,Mumbai,Medium,23.0,98700.0,2025-08-12
Employed,45-54,High School,Fintech,Rural,Moderate,16.0,67400.0,2025-08-13
Employed,25-34,Ph.D,Technology,Delhi,Low,20.0,115700.0,2025-08-14
Unemployed,18-24,Diploma,Retail,Mumbai,Low,17.0,12400.0,2025-08-15
Unemployed,18-24,Bachelor'S,Retail,Mumbai,High,16.0,77200.0,2025-08-16
Employed,55+,Masters,Retail,Suburban,High,16.0,77200.0,2025-08-17
Employed,18-24,High School,Retail,Urban,High,1.0,90000.0,2025-08-18
Unemployed,25-34,Masters,Retail,Suburban,Medium,21.0,60800.0,2025-08-19
Unemployed,18-24,Master,Fintech,Bangalore,High,16.0,55300.0,2025-08-20
Unemployed,25-34,Bachelors,Healthcare,Bangalore,Moderate,6.0,18000.0,2025-08-21
Unemployed,25_34,Ph.D,Healthcare,Urban,High,2.0,13100.0,2025-08-22
Unemployed,25_34,Bachelor'S,Healthcare,Urban,Low,16.0,114700.0,2025-08-23
Employed,18 To 24,Phd,Education,Hyderabad,Medium,16.0,57300.0,2025-08-24
Unemployed,25_34,Masters,Retail,Rural,Low,16.0,122000.0,2025-08-25
Employed,18 To 24,Diploma,Retail,Suburban,High,16.0,7900.0,2025-08-26
Employed,18 To 24,Diploma,Healthcare,Bangalore,Low,0.0,77200.0,2025-08-27
Unemployed,25-34,Ph.D,Health,Rural,Low,20.0,118600.0,2025-08-28
Unemployed,55+,High School,Healthcare,Urban,Low,9.0,77200.0,2025-08-29
Unemployed,25-34,Bachelor'S,Finance,Mumbai,Low,16.0,72200.0,2025-08-30
Unemployed,25-34,Bachelors,Education,Mumbai,High,26.0,35500.0,2025-08-31
Unemployed,18 To 24,Ph.D,Health,Urban,High,16.0,129300.0,2025-09-01
Employed,55+,Diploma,Retail,Delhi,Moderate,16.0,126500.0,2025-09-02
Employed,25-34,Masters,Healthcare,Rural,Low,16.0,36900.0,2025-09-03
Employed,35 - 44,Bachelor'S,Retail,Bangalore,Low,2.0,77200.0,2025-09-04
Unemployed,18 To 24,Bachelors,Healthcare,Urban,High,16.0,47100.0,2025-09-05
Employed,45-54,Masters,Tech,Urban,Medium,16.0,77200.0,2025-09-06
Employed,18 To 24,Ph.D,Technology,Delhi,High,2.0,10800.0,2025-09-07
